MFCCs_ 1,MFCCs_ 2,MFCCs_ 3,MFCCs_ 4,MFCCs_ 5,MFCCs_ 6,MFCCs_ 7,MFCCs_ 8,MFCCs_ 9,MFCCs_10,MFCCs_11,MFCCs_12,MFCCs_13,MFCCs_14,MFCCs_15,MFCCs_16,MFCCs_17,MFCCs_18,MFCCs_19,MFCCs_20,MFCCs_21,MFCCs_22,Family
1,0.234131016475707,-0.111509827592341,0.228646201556598,0.380730185688759,0.208983702667779,-0.167422177411091,-0.199938797728408,0.092412648426217,0.23802787810898,0.0871352370263688,-0.122628295273113,-0.143268516464032,0.0670253860296136,0.176549610114695,0.0579738924930045,-0.11012181602708,-0.115637617105045,0.000623081499282313,0.0775412203854069,0.0748722143280327,-0.0733741982805707,Dendrobatidae
1,0.0754850391674064,0.189561955919159,0.639635538629278,0.255140503748719,0.0966004820855319,-0.209563786266136,-0.024047745714103,0.249631568715914,0.0320841107448813,-0.181439015621438,0.209540286097868,0.258549675887713,-0.280601132904266,-0.187644819168295,0.261191064303387,0.220043677303366,-0.137127266783397,-0.228387885384834,-0.124148618970608,0.141125560113692,0.201327550842287,Leptodactylidae
1,0.274205154393094,0.703260186721077,0.363175209353594,-0.313488328148413,0.30927172957801,0.386318077727834,-0.257726067821586,-0.0835280423065506,0.197598036487738,-0.147895434673617,-0.0922233402774551,0.235491778376373,0.0527398758850665,-0.223418679168813,-0.0653154337385986,0.0956604434712096,0.000725658774253344,-0.0449495434942619,0.0607649688563991,0.0689984965710349,-0.0604628973729507,Leptodactylidae
1,0.147357122321699,0.145918047428358,0.494093884562432,0.228570085914781,0.0480834238182164,0.0304166067294858,-0.044286486860534,0.0598868802402628,0.173630347235097,-0.0737123365653506,-0.218182278887605,0.130797184203243,0.259787390844988,-0.104398652688481,-0.264750022967016,-0.0122479879249252,0.169422279544326,0.0979038883831728,0.00476667463827722,-0.101160865960729,-0.10076426976137,Hylidae
1,0.62086846809562,0.565286905353671,0.375329308306484,0.0234502445618045,0.119167916027535,-1.16412397157123e-05,0.141442202607425,0.161331532959762,-0.278749667143944,-0.0371258007978446,0.37918306275641,-0.129615187281744,-0.246477237728202,0.217100992619513,0.088046162948133,-0.166066288344881,-0.0288153518093075,0.0374481352959138,0.112294062049079,0.0790226698136942,-0.147762993086596,Hylidae
1,0.143397940688566,0.201848151599393,0.604465973325067,0.200308323908516,0.0295715831422465,-0.214176763164031,-0.0326514926350665,0.26577794906758,0.0785427672677707,-0.277312642896089,0.126373202575018,0.419113258934683,-0.031636159395149,-0.295299663650112,0.0717090774312218,0.247307514126406,0.0251057464702624,-0.146158610809299,-0.184072957027307,0.026503331099005,0.244564096909137,Leptodactylidae
1,0.224898442681423,-0.0469801548896717,0.0927401972858961,0.290709213446927,0.332594606296715,0.163807571021739,-0.0986278449118505,-0.0595654053924046,0.187748323020259,-0.000971889056944012,-0.378406026880881,-0.226181291102753,0.355649172907709,0.331716781423771,-0.00920645262289759,-0.188542394463544,-0.237312065272203,-0.12154872857034,0.112017149104366,0.219451703801046,0.000794169965370615,Leptodactylidae
1,0.527206366696322,0.430262024831312,0.21297711768303,0.0427598499303801,0.171829484913373,0.0610041994597974,-0.0805327244077937,0.108414782222232,0.0748362284736434,-0.0940859803694221,0.0763317371835444,0.106447575703342,-0.0783492228262289,-0.0241350327272066,0.074096904716085,-0.0122180070115571,-0.0215550264034436,0.025265841932822,0.00989869247845143,0.020358216213385,0.0705460672868738,Hylidae
1,0.193523685443506,-0.0601383240193613,0.32178392254695,0.443160996629735,0.214926708650707,-0.165411222462843,-0.226225031809781,0.0846623964413753,0.294952699632048,0.0373396791708623,-0.224178120793933,-0.126587839014645,0.120501249385297,0.167943808924851,0.0336389612864915,-0.121202297699701,-0.112649128113685,0.0395787382466271,0.123789833955274,0.065265624671767,-0.0353381704705813,Dendrobatidae
0.573997627618943,0.833970078994541,1,0.265823954181453,-0.333857417644145,0.592673114832796,0.0939122413913701,-0.303858092287642,0.0517454349863285,0.0348422935090897,-0.140844517923914,0.331965852699489,0.174719536175604,-0.21261750040618,0.0570208784684122,0.0704974982254987,-0.0342493242393605,0.172910900516021,0.0341428429203121,-0.043721228031826,0.083223252593929,0.214930974321765,Hylidae
1,0.272885198368246,0.356051835183475,0.494654667757525,0.106877384303158,0.0565293951771411,-0.0756808109673074,0.0293456202006047,0.271076294684715,-0.0289182656240731,-0.305318598476271,0.223546622811147,0.303345483666967,-0.253132208293617,-0.201312918910397,0.258108513835549,0.184571315837973,-0.0543929282121259,-0.124571748769495,-0.0601009438517514,0.141545603246438,0.186774160934135,Leptodactylidae
1,0.186428429991095,0.140539726293416,0.559538432944568,0.214892141172108,0.078675380171265,-0.13947713835721,-0.0139763652736036,0.237077350581854,0.0578449425553383,-0.304279960128344,0.0964847357368753,0.391861180186611,-0.0668007846068749,-0.31237527772427,0.0311493419707914,0.250087005875992,0.106975211361786,-0.0363101710557811,-0.122226846339507,0.00526752500924337,0.148129232867631,Leptodactylidae
1,0.108076882259047,0.1409587969954,0.592297100022401,0.267466520007698,-0.06759195300909,-0.19227191159945,0.0815235188197237,0.286087246728744,0.0134656669102562,-0.238416956035883,0.12320537181136,0.251416151367593,-0.143427326705034,-0.163538385368614,0.108019042063064,0.113488383160933,-0.11194322352719,-0.129898432423365,-0.0128898898516086,0.152395056225209,0.131616472677126,Leptodactylidae
1,0.224611312337648,0.241589451503955,0.633779488099203,0.198397664799302,-0.0428995865823497,-0.143336288241222,0.125233009608189,0.282555437185259,0.0112543092204008,-0.300248034244726,0.0853172409874378,0.330753471609877,-0.154802509777914,-0.313425266804428,0.0582241594012125,0.185364413703153,0.0248747107961275,-0.101630953885555,-0.0796064229452782,0.0830128298710115,0.15010834942581,Leptodactylidae
1,0.570814309220873,0.409773867366033,0.224640315868142,0.0643795847530239,0.167236452442649,0.052256595564945,-0.0625698214458249,0.0858480904953716,0.0831292742169463,-0.0829800349104117,0.0794779902965357,0.115283415143798,-0.0837452736774786,-0.0233279755929647,0.088961556897161,-0.00064880290355908,-0.0319788701683035,0.0117872368676261,-0.030111492040637,-0.00478645898038486,0.0687791186430085,Hylidae
1,0.247896893354724,0.141615140583882,0.572187857311326,0.255401942825309,0.0244841266345864,-0.158329130856034,0.0571033186439568,0.304074567099774,0.0615186425020884,-0.27957030292421,0.0591356873714039,0.277029535293662,-0.102319348449374,-0.275099629089564,0.0376091056685309,0.171876230042554,0.068875625448978,-0.0545160556731122,-0.127142675458646,0.0971389358032973,0.213715583774038,Leptodactylidae
1,0.419047303601333,0.433002363288124,0.566876920070346,0.0134200748273773,0.0674662833659528,-0.0687946077207974,0.00151896007052334,0.26825430502938,-0.0136451567758342,-0.386096026443076,0.190984852519438,0.427136028098178,-0.183895533695192,-0.256580966414568,0.170660621031894,0.158752782893582,-0.063484064220604,-0.0494933567772895,0.0261323096506546,0.13653342716536,0.155482815308626,Leptodactylidae
1,0.263413441739827,-0.0156307317410421,0.345247395008703,0.319541058355218,0.281104844541518,-0.0573617617859747,-0.2481353564904,-0.0655136480646565,0.35620026280396,0.319472336160709,-0.240975384533641,-0.388927045208997,0.144780781915536,0.364337801373682,0.140044265241555,-0.0291980449154098,-0.117828121775269,-0.141050280221156,0.0782281038812111,0.258251135598282,0.0649295012575401,Leptodactylidae
1,0.624747552616816,0.372913008863124,0.483673185442258,0.134368956654713,0.0414588192763266,-0.0363698398319948,0.0918115061542995,0.210622283274008,-0.00459434689037424,-0.243119293795247,0.0392185608374438,0.368965635526019,-0.0327753369337753,-0.141225915329037,0.0828473056315375,0.155292580097685,0.0186437417166086,-0.0546822108579719,-0.0605190799506171,0.017578281270092,0.128343300579031,Leptodactylidae
1,0.151479579915888,0.058784167931255,0.443625500615377,0.243508302767716,0.123163648994172,-0.0674648455804091,-0.0192376547720121,0.222616417488268,0.124829765573304,-0.212103854568714,-0.0208615481677397,0.260899665756908,-0.0551069153837007,-0.306038204174419,-0.0214884868643755,0.229880534165756,0.140810187010976,-0.0520438149128428,-0.178656557392408,-0.0450704971782307,0.205064790947211,Leptodactylidae
1,0.265186086786365,0.175694815583097,0.595730555688359,0.244647110262936,0.136988073559168,-0.0936829007918101,0.0423190136443736,0.236734535803689,0.000184874899648789,-0.320260238003193,0.0793155163645961,0.399501141009845,-0.0480146747544548,-0.271748492295748,0.0771615453765428,0.26788128460782,0.0963904788470056,-0.066826676466634,-0.158402943598088,0.00498994241144286,0.215799188686105,Leptodactylidae
1,0.352218211836215,0.203574417867174,0.433879336234533,0.129627313667718,0.0204704258266152,-0.0124741045992278,0.186031952955521,0.295272665604855,-0.0854312371826976,-0.376865096659035,0.0184114806720706,0.256634242125136,-0.0468259805629436,-0.167171235228912,0.0357434410757566,0.108045769353511,-0.00406708766153303,-0.122705002386534,-0.159056110544757,0.0763080687913251,0.208721466618124,Leptodactylidae
1,0.538964518282976,0.371887343929985,0.190560900674144,0.0327191998608012,0.195880958443412,0.0522350374310648,-0.100348737742499,0.0497157587213865,0.0795907848450304,-0.0497056097407676,0.0504535446506326,0.0502320044692778,-0.0988038274838074,-0.00105499047906388,0.0808947341408901,-0.00617456769045355,8.36431312846954e-05,0.0398822184335415,-0.0187399637427826,-9.6028520805307e-05,0.047256780433451,Hylidae
1,0.550308205567066,0.967064770053173,0.253337651556566,-0.32514673145813,0.440202508217562,0.270947623455414,-0.293804399753807,0.0803724908926582,0.275143570419493,-0.121024718687268,-0.054659478771441,0.249012524603893,0.033114282976221,-0.0808936604545631,0.0818010842574654,0.0709438686204807,-0.0813941502736861,0.0220399924137303,0.124962379580002,0.0195328718128238,-0.0777701451354351,Leptodactylidae
1,0.240149512408813,0.218454718305686,0.60999353990398,0.1705403418952,0.017958842049179,-0.0456013664709897,0.191698700092192,0.307894815172828,-0.0614599955910148,-0.345849577392503,0.134527062774309,0.4118884703967,-0.122924190632603,-0.375248554954738,0.0587959840159192,0.237752804231242,0.0235854067726947,-0.0656356395678516,-0.112329452113361,0.0682217810860499,0.211409247189841,Leptodactylidae
